"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2013","2013","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2014","2014","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2015","2015","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2016","2016","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2017","2017","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2018","2018","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2019","2019","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2020","2020","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2021","2021","WEEK","Weeks","0","Units",,,161,,
"FIN","Finland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2022","2022","WEEK","Weeks","0","Units",,,161,,
"DNK","Denmark","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2010","2010","PC","Percentage","0","Units",,,96.9,,
"DNK","Denmark","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2011","2011","PC","Percentage","0","Units",,,97.7,,
"DNK","Denmark","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2012","2012","PC","Percentage","0","Units",,,97.5,,
"DNK","Denmark","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2013","2013","PC","Percentage","0","Units",,,97.6,,
"DNK","Denmark","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2014","2014","PC","Percentage","0","Units",,,97.5,,
"DNK","Denmark","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2015","2015","PC","Percentage","0","Units",,,98,,
"DNK","Denmark","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2016","2016","PC","Percentage","0","Units",,,97.6,,
"DNK","Denmark","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2017","2017","PC","Percentage","0","Units",,,97.5,,
"DNK","Denmark","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2018","2018","PC","Percentage","0","Units",,,99.5,,
"DNK","Denmark","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2019","2019","PC","Percentage","0","Units",,,97.7,,
"DNK","Denmark","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2020","2020","PC","Percentage","0","Units",,,97.6,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,1.18,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2002","2002","PC","Percentage","0","Units",,,1.18,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,1.13,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2004","2004","PC","Percentage","0","Units",,,1.23,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,1.21,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2006","2006","PC","Percentage","0","Units",,,1.19,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2007","2007","PC","Percentage","0","Units",,,1.2,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2008","2008","PC","Percentage","0","Units",,,1.25,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2009","2009","PC","Percentage","0","Units",,,1.77,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2010","2010","PC","Percentage","0","Units",,,1.75,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2011","2011","PC","Percentage","0","Units",,,1.67,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2012","2012","PC","Percentage","0","Units",,,1.71,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,1.78,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,1.74,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,1.93,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2016","2016","PC","Percentage","0","Units",,,2.94,,
"POL","Poland","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2017","2017","PC","Percentage","0","Units",,,2.99,,
"AUS","Australia","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,0.05,,
"AUS","Australia","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,0.04,,
"AUS","Australia","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,0.04,,
"AUS","Australia","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2007","2007","PC","Percentage","0","Units",,,0.04,,
"AUS","Australia","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2009","2009","PC","Percentage","0","Units",,,0.04,,
"AUS","Australia","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2010","2010","PC","Percentage","0","Units",,,0.04,,
"AUS","Australia","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2011","2011","PC","Percentage","0","Units",,,0.03,,
"AUS","Australia","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2012","2012","PC","Percentage","0","Units",,,0.02,,
"AUS","Australia","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,0.01,,
"AUS","Australia","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,0.01,,
"AUS","Australia","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2016","2016","PC","Percentage","0","Units",,,0,,
"AUS","Australia","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2017","2017","PC","Percentage","0","Units",,,0,,
"AUT","Austria","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2010","2010","PC","Percentage","0","Units",,,85,,
"AUT","Austria","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2011","2011","PC","Percentage","0","Units",,,86.2,,
"AUT","Austria","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2012","2012","PC","Percentage","0","Units",,,86,,
"AUT","Austria","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2013","2013","PC","Percentage","0","Units",,,86.5,,
"AUT","Austria","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2014","2014","PC","Percentage","0","Units",,,86.9,,
"AUT","Austria","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2015","2015","PC","Percentage","0","Units",,,88.1,,
"AUT","Austria","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2016","2016","PC","Percentage","0","Units",,,88.5,,
"AUT","Austria","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2017","2017","PC","Percentage","0","Units",,,89.3,,
"AUT","Austria","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2018","2018","PC","Percentage","0","Units",,,89.7,,
"AUT","Austria","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2019","2019","PC","Percentage","0","Units",,,89.8,,
"AUT","Austria","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2020","2020","PC","Percentage","0","Units",,,89.7,,
"CHL","Chile","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2011","2011","PC","Percentage","0","Units",,,-6.6,,
"CHL","Chile","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2012","2012","PC","Percentage","0","Units",,,-7.1,,
"CHL","Chile","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2013","2013","PC","Percentage","0","Units",,,-6.2,,
"CHL","Chile","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2014","2014","PC","Percentage","0","Units",,,-6.4,,
"ESP","Spain","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,0.89,,
"ESP","Spain","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2002","2002","PC","Percentage","0","Units",,,0.9,,
"ESP","Spain","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,1.05,,
"ESP","Spain","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2004","2004","PC","Percentage","0","Units",,,1.08,,
"ESP","Spain","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,1.16,,
